id,depth,cited_opinion_id,citing_opinion_id
312648989,2,11150741,11297105
312648990,5,4703367,11297105
312648991,2,11152434,11297105
312648992,1,3206343,11297105
312648993,1,4274673,11297105
312648994,2,6769557,11297105
312648995,1,6760846,11297105
312648921,3,11146512,11297094
312648922,2,9626112,11297094
312648923,2,5644562,11297094
312648924,1,4247453,11297095
312648925,2,1342376,11297095
312648926,2,5647463,11297095
312649172,2,1312861,11297136
312650450,2,851,11297259
312650451,1,760930,11297259
312650452,4,211771,11297259
312650453,1,560003,11297259
312650454,1,3191691,11297259
312650455,2,628695,11297259
312650456,1,856099,11297259
312650457,1,8412839,11297259
312650458,1,607196,11297259
312648927,11,4202024,11297097
312648928,3,4704131,11297097
312648954,4,11080860,11297100
312648955,1,10795716,11297100
312648956,4,9948964,11297100
312648957,2,10850751,11297100
312648958,3,11133420,11297100
312648959,2,1662786,11297100
312648960,2,3211935,11297100
312648961,2,11202990,11297100
312648962,2,9399196,11297100
312648963,2,4951749,11297100
312648982,1,11102929,11297104
312648983,2,9338788,11297104
312648984,6,10465952,11297104
312648985,3,4684869,11297104
312648986,4,5120327,11297104
312648987,4,9409452,11297104
312648988,2,3216802,11297104
312648967,11,6346636,11297102
312648968,1,4657759,11297102
312648969,1,9449247,11297102
312648970,4,5118647,11297102
312648971,1,11176966,11297102
312648972,2,1909175,11297102
312648973,2,1948253,11297102
312649522,2,9433019,11297159
312649523,3,8204655,11297159
312649524,4,9877207,11297159
312649525,3,8204176,11297159
312649526,2,1663496,11297159
312649527,2,1306480,11297159
312649528,4,9581948,11297159
312649529,3,9423552,11297159
312649530,1,11240904,11297159
312649531,3,1253235,11297159
312649532,2,2053270,11297159
312649533,1,4703514,11297159
312649534,2,9671100,11297159
312649535,5,9739912,11297159
312649536,3,2074603,11297159
312649537,1,1724725,11297159
312649538,3,1312623,11297159
312649539,11,2124221,11297159
312648978,3,9841419,11297103
312648979,1,10465952,11297103
312648980,1,4501262,11297103
312648981,2,2013815,11297103
312649005,4,10564944,11297106
312649006,1,5119255,11297106
