id,depth,cited_opinion_id,citing_opinion_id
312649772,1,895552,11297183
312649773,2,9432919,11297183
312649774,1,145754,11297183
312649775,1,6325492,11297183
312649776,1,184903,11297183
312649777,1,109908,11297183
312649778,4,11063986,11297183
312649779,5,9413211,11297183
312649780,3,1087952,11297183
312649781,1,145689,11297183
312649782,2,10851702,11297183
312649783,3,9439559,11297183
312649784,2,762194,11297183
312649785,2,3191374,11297183
312649786,2,9080287,11297183
312649787,1,117906,11297183
312649788,1,9966630,11297183
312649789,1,802754,11297183
312649790,2,522131,11297183
312649791,1,396939,11297183
312649792,1,3205407,11297183
312649793,1,513186,11297183
312649794,1,9423519,11297183
312649795,1,411730,11297183
312649796,1,9428125,11297183
312649797,1,9842129,11297183
312649931,1,1736896,11297197
312649932,1,1152489,11297197
312649815,1,9433586,11297184
312649816,5,9824227,11297184
312649817,5,2797291,11297184
312649818,1,9430161,11297184
312649819,1,9502227,11297184
312649820,1,111200,11297184
312649821,1,111686,11297184
312649822,1,9429965,11297184
312649823,2,9434723,11297184
312649824,1,9416248,11297184
312649825,1,6349225,11297184
312649905,2,1472717,11297189
312649906,1,4028767,11297189
312649826,3,9435339,11297187
312649827,5,4698691,11297187
312649828,1,9432577,11297187
312649829,3,9823248,11297187
312649830,2,9810411,11297187
312649831,1,499041,11297187
312649832,2,9433528,11297187
312649833,1,4164113,11297187
312649834,1,8752567,11297187
312649835,1,4018832,11297187
312649836,1,2170991,11297187
312649837,1,4967465,11297187
312649838,5,8488454,11297187
312649839,3,9887210,11297187
312649840,1,2821117,11297187
312649841,1,2719822,11297187
312650084,1,9889205,11297229
312650085,5,9433937,11297229
312650086,1,2376035,11297229
312650087,1,170461,11297229
312650211,1,7246509,11297239
312650212,5,9441858,11297239
312650213,1,110116,11297239
312650214,1,856346,11297239
312650215,1,7242191,11297239
312650216,1,2473779,11297239
312650217,1,4156942,11297239
312650218,1,2675865,11297239
312649907,2,1885279,11297189
312649908,2,2274537,11297189
312649909,1,4033021,11297189
312649910,1,2277625,11297189
312649911,1,2758887,11297189
312649912,1,2357853,11297189
312649913,1,1443950,11297189
312649914,1,4374964,11297189
312649915,1,2197807,11297189
312649916,1,9748101,11297189
312649917,2,4967255,11297189
312649918,2,4393615,11297189
312649919,1,2156174,11297189
312649920,1,2293887,11297189
312649921,1,2399125,11297189
312649922,1,2310303,11297189
312649923,2,1956408,11297189
312649924,1,2074884,11297189
312650194,4,9864053,11297236
312650195,1,187119,11297236
312650196,2,9842116,11297236
312650197,1,2653533,11297236
312650198,1,9432255,11297236
312650199,5,4526557,11297236
312650200,3,9427929,11297236
312650201,1,9824089,11297236
312650202,2,10498969,11297236
312650203,1,9438566,11297236
312650204,1,9439596,11297236
312650205,1,9502817,11297236
312650206,1,814021,11297236
312650207,1,145712,11297236
312650208,2,9483670,11297236
312649925,1,1735315,11297191
312649926,1,1907680,11297191
312649927,1,1831413,11297191
312649928,2,1801981,11297191
312649929,1,1652724,11297191
312649930,1,1945344,11297191
312649933,1,1770934,11297196
312649934,1,1830296,11297196
312649935,1,1632403,11297196
312649936,1,4291525,11297196
312649937,1,4807114,11297196
312649945,1,4158480,11297192
312649946,1,4805553,11297192
312649947,1,4828886,11297192
312650483,1,9526957,11297274
312650484,1,7710550,11297274
312650485,1,1856360,11297274
312649950,1,7777548,11297195
312649951,1,9430599,11297195
312649952,1,4823425,11297195
312649953,1,9415099,11297195
312649954,1,1918722,11297195
312649955,1,4811278,11297195
312649956,1,9433765,11297195
312649957,1,76896,11297195
312649958,1,9398843,11297195
312649965,1,4964734,11297215
312649966,5,9750651,11297215
312649967,1,9819867,11297215
312649968,1,2549326,11297215
312649969,4,1549056,11297215
312649974,1,4966108,11297217
312649975,2,6371502,11297217
312649976,1,2358210,11297217
312649977,1,9635440,11297217
312649978,1,4954196,11297217
312649979,1,4237717,11297217
312649980,5,9706281,11297217
312649981,2,6263401,11297217
312649982,1,9629990,11297217
312649983,1,2178198,11297217
312650001,3,1223890,11297218
312650002,2,4713712,11297218
312650003,1,4752016,11297218
312650004,1,2622910,11297218
312650005,1,11264969,11297218
312650006,1,11264544,11297218
312650590,1,1061466,11297285
312650591,6,1289124,11297285
312650592,2,1217358,11297285
312650593,1,1329477,11297285
312650594,1,1259745,11297285
312650595,1,1063018,11297285
312650596,2,1064458,11297285
312650597,2,1063213,11297285
312650598,1,1064080,11297285
312650599,1,9525222,11297285
312650600,2,1059015,11297285
312650601,1,1061886,11297285
312650007,2,4715872,11297220
312650008,2,4712904,11297220
312650009,1,2600184,11297220
312650010,2,9626575,11297220
312650011,2,4712520,11297220
312650012,2,4714929,11297220
312650013,1,4712885,11297220
312650014,1,2629208,11297220
312650039,6,9429592,11297222
312650040,3,111169,11297222
312650041,3,1119302,11297222
312650042,3,9434250,11297222
312650043,1,4676992,11297222
312650044,1,9414097,11297222
312650045,1,525687,11297222
312650046,2,442141,11297222
312650047,2,4715826,11297222
312650048,2,4749304,11297222
312650049,1,2633664,11297222
312650050,2,4748094,11297222
312650051,1,2625567,11297222
312650052,2,9776210,11297222
312650053,1,4385351,11297222
312650054,1,4711043,11297222
312650055,1,1135960,11297222
312650056,3,4562738,11297222
312650828,1,4713691,11297297
312650829,4,2586285,11297297
312650830,3,4715461,11297297
312650831,4,4525171,11297297
312650832,9,4715418,11297297
312650833,1,4713769,11297297
312650834,1,2582417,11297297
312650835,1,4712212,11297297
312650836,1,2624872,11297297
312650837,3,9423752,11297297
312650838,1,4394334,11297297
312650839,3,4749534,11297297
312650840,1,2626423,11297297
312650841,1,4712953,11297297
312650842,1,2521453,11297297
312650843,3,4764861,11297297
312650844,2,9791145,11297297
312650845,1,11051461,11297297
312650846,9,794369,11297297
312650847,12,9535020,11297297
312650848,12,1141218,11297297
312650849,6,4760957,11297297
312650850,3,4710762,11297297
312650851,3,4715861,11297297
312650852,1,4713244,11297297
312650853,1,2587732,11297297
312650854,1,4453949,11297297
312650855,3,9776578,11297297
312650856,1,4755553,11297297
312650857,1,2527041,11297297
312650858,4,9781691,11297297
312650859,1,4909194,11297297
312650860,2,9897990,11297297
312650861,1,11264530,11297297
312650862,4,10763725,11297297
312650863,2,4714991,11297297
312650864,4,4760297,11297297
312650865,2,4761920,11297297
312650866,1,4714369,11297297
312650867,1,2601840,11297297
312650868,1,11264537,11297297
312650869,1,4746940,11297297
312650870,1,2534207,11297297
312650871,4,11264557,11297297
312650872,5,4714776,11297297
312650873,2,3132921,11297297
312650874,2,4712184,11297297
312650875,1,2600836,11297297
312650876,2,4715430,11297297
312650877,1,4711049,11297297
312650878,1,1119393,11297297
312650879,1,4714555,11297297
312650880,2,2628572,11297297
312650881,5,9418797,11297297
312650882,4,1234420,11297297
312650073,1,576706,11297225
312650074,2,9427946,11297225
312650075,1,220084,11297225
312650076,1,443037,11297225
312650077,1,391266,11297225
312650078,1,104095,11297225
312650079,1,9382639,11297225
312650080,1,7360827,11297225
312650081,1,10831144,11297225
312650082,1,76183,11297225
312650083,1,153007,11297225
312650569,7,1059420,11297284
312650570,1,1059488,11297284
312650571,1,88034,11297284
312650572,1,3208859,11297284
312650573,1,103355,11297284
312650574,1,9419925,11297284
312650575,5,9577646,11297284
312650576,2,9426469,11297284
312650577,5,9485194,11297284
312650578,4,9427702,11297284
312650579,1,6821699,11297284
312650580,1,1058690,11297284
312650581,1,1058743,11297284
312650582,3,9583080,11297284
312650583,1,1276054,11297284
312650584,2,1058870,11297284
312650585,2,1282567,11297284
312650586,1,9419488,11297284
312650587,1,9420809,11297284
312650588,1,1058143,11297284
312650589,1,9588502,11297284
312650795,2,4760755,11297299
312650796,4,4714301,11297299
312650797,6,9888902,11297299
312650798,2,9626575,11297299
312650799,1,4750253,11297299
312650800,1,2598195,11297299
312650801,2,1123467,11297299
312650802,5,4691865,11297299
312650803,2,4714835,11297299
312650804,1,4711293,11297299
312650805,1,1429298,11297299
312650806,1,9940196,11297299
312650807,1,4713428,11297299
312650808,1,2629337,11297299
312650809,2,1199053,11297299
312650810,6,11264554,11297299
312650811,3,3162345,11297299
312650812,2,4995221,11297299
312650088,1,9423399,11297230
312650470,1,6658758,11297268
312650471,1,629096,11297268
312650472,2,9429188,11297268
312650473,1,6658943,11297268
312650474,1,6662806,11297268
312650475,2,6827185,11297268
312650476,3,218177,11297268
312650099,1,9432018,11297228
312650100,1,2743761,11297228
312650101,1,4228010,11297228
312650102,5,9515838,11297228
312650103,2,9824286,11297228
312650104,1,9016195,11297228
312650105,1,2720240,11297228
312650106,1,8044374,11297228
312650107,1,8044310,11297228
312650108,1,8043827,11297228
312650298,1,9435053,11297235
312650299,1,9426610,11297235
312650300,1,2716410,11297235
312650301,1,198658,11297235
312650302,2,10478237,11297235
312650303,1,187408,11297235
312650304,3,9435339,11297235
312650305,1,2674752,11297235
312650306,2,2663743,11297235
312650307,4,9435068,11297235
312650308,1,105573,11297235
312650309,1,2662818,11297235
312650310,1,9432577,11297235
312650311,2,2520562,11297235
312650312,1,2503837,11297235
312650313,2,2682226,11297235
312650314,4,2661609,11297235
312650315,1,2540290,11297235
312650316,1,2305288,11297235
312650317,1,9387567,11297235
312650318,1,429181,11297235
312650319,1,9428105,11297235
312650320,1,118435,11297235
312650321,1,7845248,11297235
312650322,1,145793,11297235
312650323,1,186805,11297235
312650122,1,2668887,11297232
312650123,1,187319,11297232
312650124,1,1921942,11297232
312650125,1,569281,11297232
312650126,2,7278370,11297232
312650127,1,2681907,11297232
312650128,2,186869,11297232
312650129,1,9879905,11297232
312650130,1,2299497,11297232
312650131,2,2184539,11297232
312650132,1,9694355,11297232
312650133,1,9731408,11297232
312650514,2,852555,11297279
312650515,1,853320,11297279
312650516,3,852168,11297279
312650517,1,2481599,11297279
312650518,8,2736846,11297279
312650519,1,4160083,11297279
312650520,1,2039985,11297279
312650135,1,9441427,11297227
312650136,1,9432577,11297227
312650137,3,10012738,11297227
312650138,1,9428673,11297227
312650139,8,9910607,11297227
312650140,1,6345022,11297227
312650141,2,76292,11297227
312650142,2,3213871,11297227
312650143,2,9435229,11297227
312650144,1,9435151,11297227
312650145,1,9836286,11297227
312650146,1,145884,11297227
312650147,2,9435422,11297227
312650148,1,11050616,11297227
312650149,1,9900816,11297227
312650150,1,8865737,11297227
312650151,1,6414343,11297227
312650152,2,5472503,11297227
312650153,1,5438237,11297227
312650154,1,85609,11297227
312650155,1,94559,11297227
312650156,1,6227248,11297227
312650157,2,4273948,11297227
312650158,1,8176929,11297227
312650159,1,5432927,11297227
312650160,1,9416289,11297227
312650161,1,3627882,11297227
312650162,1,3580694,11297227
312650163,1,6242221,11297227
312650164,1,9546556,11297227
312650165,1,84764,11297227
312650166,1,9770877,11297227
312650167,2,213412,11297227
312650168,2,9433818,11297227
312650169,1,9430599,11297227
312650170,1,9430189,11297227
312650171,5,9416111,11297227
312650172,2,9955284,11297227
312650173,1,118082,11297227
312650174,1,9375645,11297227
312650175,1,9515886,11297227
312650176,1,8914982,11297227
312650177,1,4582066,11297227
312650178,1,2809763,11297227
312650179,1,3272323,11297227
312650180,1,780258,11297227
312650181,1,9521943,11297227
312650182,1,699617,11297227
312650183,1,9527094,11297227
312650184,1,9431265,11297227
312650185,1,9431229,11297227
312650186,1,1153602,11297227
312650187,1,7927704,11297227
312650188,1,6538368,11297227
312650189,1,3274925,11297227
312650190,1,6541069,11297227
312650191,1,6682168,11297227
312650192,1,4700327,11297227
312650193,1,9432543,11297227
312650209,1,400070,11297236
312650210,1,2819353,11297236
312650219,1,2661487,11297239
312650220,2,8735574,11297239
312650221,3,9506018,11297239
312650222,1,8749589,11297239
312650223,3,2659815,11297239
312650224,1,4180402,11297239
312650225,2,2793398,11297239
312650226,5,4406937,11297239
312650227,1,110255,11297239
312650228,1,9046783,11297239
312650229,1,9034056,11297239
312650230,2,813628,11297239
312650231,1,405153,11297239
312650232,1,9502773,11297239
312650407,1,6658758,11297247
312650408,1,629096,11297247
312650409,2,9429188,11297247
312650410,1,6658943,11297247
312650411,1,6662806,11297247
312650412,2,6827185,11297247
312650413,3,218177,11297247
312650602,4,1061627,11297287
312650603,2,1245914,11297287
312650604,1,1062323,11297287
312650605,1,1330935,11297287
312650606,1,1065651,11297287
312650646,1,1058640,11297291
312650647,3,4208080,11297291
312650648,4,1066498,11297291
312650649,1,3161431,11297291
312650650,2,1371861,11297291
312650651,7,1059335,11297291
312650652,1,9524526,11297291
312650653,1,1061495,11297291
312650654,2,1059598,11297291
312650655,1,2657775,11297291
312650656,3,3213871,11297291
312650657,4,4168725,11297291
312650658,1,6818810,11297291
312650659,1,1058234,11297291
312650660,2,1062205,11297291
312650661,1,1323158,11297291
312650662,1,4247198,11297291
312650663,1,1282567,11297291
312650664,1,1262778,11297291
312650665,1,4279903,11297291
312650666,5,1058316,11297291
312650667,5,1058073,11297291
312650233,1,9941570,11297238
312650234,1,185538,11297238
312650235,1,2420588,11297238
312650236,1,4148106,11297238
312650237,1,108752,11297238
312650238,3,9429294,11297238
312650239,2,4673620,11297238
312650240,9,9435351,11297238
312650241,1,2801751,11297238
312650242,2,107194,11297238
312650243,1,104856,11297238
312650244,1,3202018,11297238
312650245,1,621628,11297238
312650246,1,9433917,11297238
312650247,1,9489483,11297238
312650248,2,9470768,11297238
312650249,1,7803876,11297238
312650250,1,9409525,11297238
312650251,1,577667,11297238
312650252,1,9434042,11297238
312650253,1,8410817,11297238
312650254,1,4292773,11297238
312650255,1,535637,11297238
312650256,2,541740,11297238
312650257,2,798811,11297238
312650258,1,2784695,11297238
312650259,1,9486830,11297238
312650260,1,9436821,11297238
312650266,1,187276,11297237
312650267,1,108786,11297237
312650268,1,186865,11297237
312650269,1,187335,11297237
312650270,1,2780764,11297237
312650271,1,118482,11297237
312650272,7,4502155,11297237
312650273,1,2660920,11297237
312650274,2,182793,11297237
312650275,1,2744400,11297237
312650276,1,2663624,11297237
312650277,3,187050,11297237
312650278,6,187112,11297237
312650279,1,186669,11297237
312650280,1,4395841,11297237
312650281,3,2827980,11297237
312650282,6,3205403,11297237
312650283,4,4413196,11297237
312650284,2,3212872,11297237
312650285,5,2960853,11297237
312650286,1,9439808,11297237
312649103,2,2487592,11297117
312649104,1,9442153,11297117
312649105,1,9430599,11297117
312649106,9,4532944,11297117
312649107,1,4967211,11297117
312649108,2,184891,11297117
312649109,3,185038,11297117
312649110,1,4125108,11297117
312649111,1,9802816,11297117
312649112,2,10502330,11297117
312649113,1,187159,11297117
312649114,1,108786,11297117
312649115,6,2816864,11297117
312649116,1,2659404,11297117
312649454,2,2362457,11297152
312649455,1,6108649,11297152
312649456,1,9680773,11297152
312649457,1,894639,11297152
312649458,1,895225,11297152
312649459,2,1382071,11297152
312649460,2,1635849,11297152
312649461,1,1660247,11297152
312649462,1,9705773,11297152
312649463,2,5113636,11297152
312649464,1,9630367,11297152
312649465,2,9681253,11297152
312649466,1,9779471,11297152
312649467,2,9668747,11297152
312649468,1,5282528,11297152
312649469,1,2275234,11297152
312649470,2,2959506,11297152
312649471,1,2435409,11297152
312649472,1,4108287,11297152
312649064,1,4446186,11297112
312649065,1,149711,11297112
312649066,1,4367125,11297112
312649067,1,10502620,11297112
312649068,2,77617,11297112
312649069,1,4995508,11297112
312649070,2,2961221,11297112
312649071,1,1156108,11297112
312649072,1,9416014,11297112
312649073,1,75681,11297112
312649074,1,782491,11297112
312649075,1,9433397,11297112
312649076,1,9416182,11297112
312649077,1,150723,11297112
312649078,1,9435287,11297112
312649079,1,151630,11297112
312649080,1,9842216,11297112
312649081,1,4265274,11297112
312649082,1,2678101,11297112
312649083,1,9808514,11297112
312649084,1,3192771,11297112
312649098,1,9890777,11297115
312649099,1,9418994,11297115
312649100,1,107194,11297115
312649101,1,729686,11297115
312649102,1,4167764,11297115
312649478,1,9770797,11297156
312649480,2,9427680,11297158
312649481,2,1404060,11297158
312649482,1,9812291,11297158
312649127,4,4420531,11297119
312650287,1,2778179,11297237
312650288,1,110424,11297237
312650289,1,2659383,11297237
312650290,1,2765255,11297237
312650291,2,2400658,11297237
312650292,1,2814840,11297237
312650293,1,2470490,11297237
312650294,1,804296,11297237
312650295,1,186902,11297237
312650296,1,2620700,11297237
312650297,1,4421128,11297237
312650324,3,432210,11297235
312650325,2,747146,11297235
312650326,3,7248760,11297235
312650327,2,499041,11297235
312650328,1,1497196,11297235
312650329,2,783938,11297235
312650330,2,3041023,11297235
312650331,1,1591116,11297235
312650332,1,2574130,11297235
312650333,3,2663716,11297235
312650334,1,2529932,11297235
312650335,1,2554502,11297235
312650336,1,1944194,11297235
312650337,3,186645,11297235
312650338,3,2464008,11297235
312650339,1,9695647,11297235
312650340,3,1515905,11297235
312650341,1,1885300,11297235
312650342,1,1558878,11297235
312650343,1,2660542,11297235
312650344,1,1924630,11297235
312650345,1,2795995,11297235
312650346,2,2325498,11297235
312650347,1,2571981,11297235
312650348,3,2659410,11297235
312650349,1,2453362,11297235
312650350,1,8307623,11297235
312650351,3,2470368,11297235
312650352,2,8733369,11297235
312650353,2,4193486,11297235
312650354,2,7593598,11297235
312650355,1,9435129,11297235
312650356,1,2762153,11297235
312650357,2,186658,11297235
312650358,2,187348,11297235
312650359,3,2416599,11297235
312650360,1,2661100,11297235
312650361,4,187472,11297235
312650362,3,681587,11297235
312650363,1,9425636,11297235
312650364,1,2114281,11297235
312650365,1,4174308,11297235
312650366,3,9823248,11297235
312650367,1,7861713,11297235
312650368,2,104200,11297235
312650369,3,801440,11297235
312650370,1,9001842,11297235
312650371,1,487109,11297235
312650372,3,9487060,11297235
312650373,1,4170683,11297235
312650374,1,7248761,11297235
312650375,1,2799540,11297235
312650376,3,380927,11297235
312650377,2,2419102,11297235
312650378,1,8740099,11297235
312650379,1,8739953,11297235
312650380,1,185696,11297235
312650381,2,9431310,11297235
312650382,1,2661487,11297235
312650383,1,7249333,11297235
312650384,2,4195357,11297235
312650385,1,186524,11297235
312650386,2,185418,11297235
312650387,2,186337,11297235
312650388,2,1614232,11297235
312650389,3,2469748,11297235
312650390,1,1749050,11297235
312650391,1,543051,11297235
312650557,1,9594660,11297283
312650558,5,2655570,11297283
312650559,2,1058917,11297283
312650560,1,6813063,11297283
312650561,2,1200519,11297283
312650562,1,1058852,11297283
312650563,2,1058248,11297283
312650564,3,1059425,11297283
312650565,1,1061712,11297283
312650566,3,1059591,11297283
312650567,3,1059688,11297283
312650568,2,9525251,11297283
312650771,2,9755353,11297304
312650772,2,4312147,11297304
312650773,5,6533679,11297304
312650907,1,9940196,11297303
312650908,14,4716577,11297303
312650909,2,9536844,11297303
312650910,5,4714555,11297303
312650911,1,2628572,11297303
312650912,3,4711316,11297303
312650913,6,9888370,11297303
312650914,2,4760276,11297303
312650915,1,9947885,11297303
312650916,1,4713527,11297303
312650917,1,2565043,11297303
312650918,1,9964754,11297303
312650401,1,6658758,11297251
312650402,1,629096,11297251
312650403,2,9429188,11297251
312650404,1,6658943,11297251
312650405,1,6662806,11297251
312650406,2,6827185,11297251
312650414,1,868381,11297253
312650415,1,7218289,11297253
312650416,3,677160,11297253
312650417,1,4218199,11297253
312650418,1,2676495,11297253
312650419,1,6658758,11297253
312650420,1,629096,11297253
312650421,1,9429188,11297253
312650422,2,6658943,11297253
312650423,1,6662806,11297253
312650424,1,4112252,11297253
312650425,1,868381,11297257
312650426,1,7218289,11297257
312650427,3,677160,11297257
312650428,1,4218199,11297257
312650429,1,2676495,11297257
312650430,1,6645489,11297257
312650431,1,6658758,11297257
312650432,1,629096,11297257
312650433,1,9429188,11297257
312650434,1,6658943,11297257
312650435,1,6662806,11297257
312651033,15,4715854,11297301
312651034,2,1202167,11297301
312651035,1,4714314,11297301
312651036,1,2600024,11297301
312651037,4,145633,11297301
312651038,5,9422763,11297301
312651039,1,4713254,11297301
312651040,1,2638972,11297301
312651041,3,4713867,11297301
312651042,2,4711843,11297301
312651043,1,1402681,11297301
312651044,2,9626584,11297301
312651045,2,1192048,11297301
312651046,2,9424220,11297301
312651047,2,9626575,11297301
312651048,2,4713552,11297301
312651049,1,2632535,11297301
312651050,2,4714589,11297301
312651051,1,2448583,11297301
312651052,2,9617095,11297301
312651053,2,4925412,11297301
312651054,7,4525049,11297301
312651055,5,1360803,11297301
312651056,1,4714288,11297301
312651057,2,2637469,11297301
312651058,1,4713597,11297301
312651059,2,2598178,11297301
312651060,1,4711746,11297301
312651061,1,1428019,11297301
312651062,2,1188672,11297301
312651063,2,2608235,11297301
312651064,1,11264983,11297301
312651065,1,4713973,11297301
312651066,1,2622074,11297301
312651067,1,4714570,11297301
312651068,1,2628639,11297301
312650439,1,6658943,11297249
312650440,1,6662806,11297249
312650441,1,204379,11297249
312650442,1,213766,11297249
312650443,1,184763,11297249
312650444,2,629096,11297249
312650445,1,9429188,11297249
312650446,2,4112252,11297249
312650447,1,6646520,11297249
312650448,1,6826528,11297249
312650449,2,6643309,11297249
312650459,1,6827092,11297259
312650460,1,903483,11297259
312650461,1,6647560,11297259
312650462,1,208532,11297259
312650463,1,9484189,11297259
312650464,1,2800969,11297259
312650465,1,3205409,11297259
312650466,2,2679594,11297259
312650467,1,6661828,11297259
312650468,1,9432860,11297259
312650469,1,7218458,11297259
312650477,1,607196,11297270
312650478,1,6647560,11297270
312650479,1,208532,11297270
312650480,2,9484189,11297270
312650481,1,856099,11297270
312650482,1,628695,11297270
312650999,2,1360803,11297300
312651000,5,9961288,11297300
312651001,7,4714180,11297300
312651002,1,2639643,11297300
312651003,2,11264589,11297300
312651004,3,9434507,11297300
312651005,4,9429592,11297300
312651006,1,4741798,11297300
312651007,1,2516868,11297300
312651008,2,4711120,11297300
312651009,2,4752001,11297300
312651010,1,2519202,11297300
312651011,2,1428265,11297300
312651012,2,4716862,11297300
312651013,2,9629045,11297300
312651014,12,4461628,11297300
312651015,4,4714354,11297300
312651016,1,2626189,11297300
312651017,1,11264658,11297300
312651018,1,4711971,11297300
312650521,4,7401563,11297280
312650522,1,8368850,11297280
312650523,2,9781326,11297280
312650524,4,1341704,11297280
312650525,2,1301985,11297280
312650526,3,1392820,11297280
312650527,1,1417876,11297280
312650528,2,1328001,11297280
312650529,4,1305462,11297280
312650530,2,8294847,11297280
312650955,1,10586417,11297309
312650956,1,4713100,11297309
312650957,1,2640009,11297309
312650958,1,4714363,11297309
312650959,1,2630165,11297309
312650960,3,4640195,11297309
312650961,3,9426022,11297309
312650962,2,4713040,11297309
312650963,10,9548445,11297309
312650964,3,9632271,11297309
312650965,3,2809763,11297309
312650966,3,9434414,11297309
312650967,2,4712923,11297309
312650968,2,3162877,11297309
312650969,3,9413253,11297309
312650970,1,4307968,11297309
312650971,3,4716852,11297309
312650532,1,4265373,11297281
312650533,1,6821374,11297281
312650534,1,6821702,11297281
312650535,5,1238681,11297281
312650536,1,1058661,11297281
312650537,2,1219981,11297281
312650538,1,6827894,11297281
312650539,3,1059479,11297281
312650540,3,104321,11297281
312650541,4,1062184,11297281
312650542,1,1302097,11297281
312650543,3,4178905,11297281
312650544,1,1062788,11297281
312650545,1,1058253,11297281
312650546,1,1057635,11297281
312650547,1,4272181,11297281
312650548,1,1063610,11297281
312650549,1,1058514,11297281
312650550,1,9886867,11297281
312650551,3,4232947,11297282
312650552,2,6817149,11297282
312650553,1,1058119,11297282
312650554,1,4303468,11297282
312650555,1,4356806,11297282
312650556,2,9525485,11297282
312650607,1,1058475,11297288
312650608,1,4305665,11297288
312650609,1,9525461,11297288
312650610,3,6827432,11297288
312650624,1,1058119,11297290
312650625,2,4356806,11297290
312650626,1,1062179,11297290
312650627,3,9524719,11297290
312650628,1,1058209,11297290
312650629,1,1059008,11297290
312650630,1,9843917,11297290
312650631,1,1063354,11297290
312650632,1,9524984,11297290
312650633,2,1256303,11297290
312650634,2,1063649,11297290
312650635,1,4417048,11297290
312650636,1,2790205,11297290
312650637,1,4279904,11297290
312650638,2,1058852,11297290
312650639,1,4173494,11297290
312650640,2,1061821,11297290
312650641,4,1064358,11297290
312650642,1,1269531,11297290
312649128,1,722373,11297119
312649129,2,4554012,11297119
312649130,1,2731684,11297119
312649277,1,9434602,11297145
312649278,2,2272469,11297145
312649279,1,2799490,11297145
312649280,1,2054438,11297145
312649281,2,6360483,11297145
312649282,1,2809220,11297145
312649283,1,2304210,11297145
312649284,2,9702735,11297145
312649285,1,9432952,11297145
312649286,1,9759730,11297145
312649287,1,3558406,11297145
312649288,1,2674662,11297145
312649746,1,9402660,11297182
312649747,2,9429294,11297182
312649748,1,2669597,11297182
312649749,1,112256,11297182
312649750,1,10464417,11297182
312649751,1,9468405,11297182
312649752,1,380509,11297182
312649753,1,11085137,11297182
312649960,1,9805213,11297214
312649961,1,2054355,11297214
312649962,1,4351215,11297214
312650261,3,9430599,11297237
312650262,2,186596,11297237
312650263,1,9844016,11297237
312650264,1,9809466,11297237
312650265,1,9430607,11297237
312649506,2,9740296,11297161
312649507,1,9432890,11297161
312649508,3,8203872,11297161
312649510,3,8204311,11297161
312649511,3,9798627,11297161
312649513,4,4546183,11297161
312648929,11,9390236,11297099
312648930,8,4557652,11297099
312648931,1,8251256,11297099
312648932,3,9429592,11297099
312648933,2,4304819,11297099
312648934,1,4255473,11297099
312648935,3,2166262,11297099
312648936,1,6332034,11297099
312648937,2,4080550,11297099
312650060,1,9375378,11297224
312650061,1,9874204,11297224
312650062,1,795120,11297224
312650063,1,9226123,11297224
312650064,1,9434181,11297224
312650065,7,784304,11297224
312650066,2,4674219,11297224
312650067,1,4164429,11297224
312650068,1,169558,11297224
312650069,1,8414084,11297224
312650070,1,9433881,11297224
312650071,1,9365941,11297224
312650774,7,1059420,11297286
312650775,1,1059488,11297286
312650776,1,88034,11297286
312650777,1,3208859,11297286
312650778,1,103355,11297286
312650779,1,9419925,11297286
312650780,5,9577646,11297286
312650781,2,9426469,11297286
312650782,5,9485194,11297286
312650783,4,9427702,11297286
312650784,1,6821699,11297286
312650785,1,1058690,11297286
312650786,1,1058743,11297286
312650787,3,9583080,11297286
312650788,1,1276054,11297286
312650789,2,1058870,11297286
312650790,2,1282567,11297286
312650791,1,9419488,11297286
312650792,1,9420809,11297286
312650793,1,1058143,11297286
312650794,1,9588502,11297286
312649045,1,9440630,11297111
312649046,1,75917,11297111
312649047,1,4547926,11297111
312649048,1,75936,11297111
312649049,1,7806878,11297111
312649050,1,4244602,11297111
312650643,1,6821516,11297290
312650644,2,1212547,11297290
312650645,1,6809749,11297290
312650668,1,6817993,11297291
312650669,2,1219228,11297291
312650670,3,1061699,11297291
312650671,1,4178905,11297291
312650672,1,3202011,11297291
312650720,1,1061908,11297294
312650888,1,4749874,11297308
312650889,1,2632425,11297308
312650890,2,1176849,11297308
312650943,2,4167254,11297307
312650944,2,1268403,11297307
312650945,1,4711913,11297307
312650946,1,2638760,11297307
312650947,1,4741765,11297307
312650948,1,2581811,11297307
312650949,1,4741178,11297307
312650950,1,2637012,11297307
312650951,5,1391621,11297307
312650952,3,1176849,11297307
312650953,1,4751459,11297307
312650954,2,2623696,11297307
312650733,1,1063184,11297292
312650734,1,3208851,11297292
312650735,1,6827535,11297292
312650736,5,1059172,11297292
312650737,1,1271854,11297292
312650738,1,1058778,11297292
312650739,1,1058915,11297292
312650740,4,1289377,11297292
312650741,1,1289222,11297292
312650742,3,1058989,11297292
312650743,3,9432577,11297292
312650744,1,1059349,11297292
312650745,1,1060032,11297292
312650754,1,10145961,11297295
312650755,1,4508261,11297295
312650756,5,10012778,11297295
312650757,2,4714288,11297295
312650758,1,2637469,11297295
312650759,1,10145967,11297295
312650760,2,4710760,11297295
312650761,1,10477391,11297295
312650762,1,10820763,11297295
312650763,1,4713152,11297295
312650764,1,2533856,11297295
312650765,3,4463723,11297295
312650766,2,4712082,11297295
312650816,3,4714932,11297302
312650817,1,4713784,11297302
312650818,1,2600342,11297302
